query_id|model_size|time_seconds|query_results_size|allocation_type
PosLength|1328|0.0391453|123|20
PosLength|1328|0.0384876|123|20
PosLength|1328|0.0383207|123|20
PosLength|1328|0.0391296|123|20
PosLength|1328|0.0392156|123|20
PosLength|1328|0.0386837|123|20
PosLength|1328|0.039062|123|20
PosLength|1328|0.0391673|123|20
PosLength|1328|0.0384927|123|20
PosLength|1328|0.0392475|123|20
PosLength|1328|0.0385037|123|20
PosLength|1328|0.039619|123|20
PosLength|1328|0.0396623|123|20
PosLength|1328|0.040196|123|20
PosLength|1328|0.0386143|123|20
PosLength|1328|0.039271|123|20
PosLength|1328|0.0309289|123|20
PosLength|1328|0.0312195|123|20
PosLength|1328|0.0312846|123|20
PosLength|1328|0.0326002|123|20
PosLength|1328|0.0315733|123|20
PosLength|1328|0.0309566|123|20
PosLength|1328|0.0314632|123|20
PosLength|1328|0.041535|123|20
PosLength|1328|0.0316905|123|20
PosLength|1328|0.0319467|123|20
PosLength|1328|0.0314757|123|20
PosLength|1328|0.0322607|123|20
PosLength|1328|0.0314526|123|20
PosLength|1328|0.0310454|123|20
PosLength|3465|0.0394565|305|20
PosLength|3465|0.0395659|305|20
PosLength|3465|0.0391174|305|20
PosLength|3465|0.0395094|305|20
PosLength|3465|0.0399704|305|20
PosLength|3465|0.0388287|305|20
PosLength|3465|0.0391415|305|20
PosLength|3465|0.0387413|305|20
PosLength|3465|0.039754|305|20
PosLength|3465|0.039074|305|20
PosLength|3465|0.0294188|305|20
PosLength|3465|0.0392111|305|20
PosLength|3465|0.0395861|305|20
PosLength|3465|0.0392153|305|20
PosLength|3465|0.0395334|305|20
PosLength|3465|0.0398562|305|20
PosLength|3465|0.0396193|305|20
PosLength|3465|0.0290425|305|20
PosLength|3465|0.0295603|305|20
PosLength|3465|0.0300183|305|20
PosLength|3465|0.0395979|305|20
PosLength|3465|0.03954|305|20
PosLength|3465|0.0395302|305|20
PosLength|3465|0.038763|305|20
PosLength|3465|0.0386504|305|20
PosLength|3465|0.0398541|305|20
PosLength|3465|0.039795|305|20
PosLength|3465|0.0396827|305|20
PosLength|3465|0.0396646|305|20
PosLength|8107|0.473785|741|20
PosLength|8107|0.0390864|741|20
PosLength|8107|0.039666|741|20
PosLength|8107|0.0401774|741|20
PosLength|8107|0.0400605|741|20
PosLength|8107|0.040214|741|20
PosLength|8107|0.0397578|741|20
PosLength|8107|0.0398261|741|20
PosLength|8107|0.0398291|741|20
PosLength|8107|0.0396711|741|20
PosLength|8107|0.0394433|741|20
PosLength|8107|0.0399983|741|20
PosLength|8107|0.039155|741|20
PosLength|8107|0.0397098|741|20
PosLength|8107|0.0400791|741|20
PosLength|8107|0.0401162|741|20
PosLength|8107|0.039314|741|20
PosLength|8107|0.0398426|741|20
PosLength|8107|0.0405839|741|20
PosLength|8107|0.0405432|741|20
PosLength|8107|0.0402076|741|20
PosLength|8107|0.0401595|741|20
PosLength|8107|0.0401742|741|20
PosLength|8107|0.0401517|741|20
PosLength|8107|0.0406175|741|20
PosLength|8107|0.0403314|741|20
PosLength|8107|0.0403628|741|20
PosLength|8107|0.040346|741|20
PosLength|8107|0.0406273|741|20
PosLength|8107|0.0405846|741|20
PosLength|16234|0.0392636|1468|20
PosLength|16234|0.0401608|1468|20
PosLength|16234|0.0410281|1468|20
PosLength|16234|0.0414826|1468|20
PosLength|16234|0.0404495|1468|20
PosLength|16234|0.0400341|1468|20
PosLength|16234|0.0415832|1468|20
PosLength|16234|0.0412077|1468|20
PosLength|16234|0.0403358|1468|20
PosLength|16234|0.0407839|1468|20
PosLength|16234|0.0397904|1468|20
PosLength|16234|0.0405143|1468|20
PosLength|16234|0.040499|1468|20
PosLength|16234|0.0409552|1468|20
PosLength|16234|0.0406848|1468|20
PosLength|16234|0.0406297|1468|20
PosLength|16234|0.0405882|1468|20
PosLength|16234|0.0411077|1468|20
PosLength|16234|0.0406545|1468|20
PosLength|16234|0.0409966|1468|20
PosLength|16234|0.041377|1468|20
PosLength|16234|0.0338886|1468|20
PosLength|16234|0.0419235|1468|20
PosLength|16234|0.0327764|1468|20
PosLength|16234|0.0433474|1468|20
PosLength|16234|0.0339516|1468|20
PosLength|16234|0.0423478|1468|20
PosLength|16234|0.0408014|1468|20
PosLength|16234|0.0413268|1468|20
PosLength|31072|0.549891|2888|20
PosLength|31072|0.0422879|2888|20
PosLength|31072|0.0416552|2888|20
PosLength|31072|0.0414991|2888|20
PosLength|31072|0.0415472|2888|20
PosLength|31072|0.0415235|2888|20
PosLength|31072|0.0415009|2888|20
PosLength|31072|0.0414332|2888|20
PosLength|31072|0.0416396|2888|20
