42000|OBJECT|0|0|25|90|90|0|0|0|0
42000|OBJECT|1|25|25|191|101|0|0|0|0
42000|OBJECT|2|50|25|428|237|0|0|0|0
42000|OBJECT|3|75|25|527|99|0|0|0|0
42000|OBJECT|4|100|25|713|186|0|0|0|0
42000|OBJECT|5|125|25|860|147|0|0|0|0
42000|OBJECT|6|150|25|986|126|0|0|0|0
42000|OBJECT|7|175|25|1108|122|0|0|0|0
42000|OBJECT|8|200|25|1265|157|0|0|0|0
42000|OBJECT|9|225|25|1389|124|0|0|0|0
42000|OBJECT|10|250|25|1497|108|0|0|0|0
42000|OBJECT|11|275|25|1634|137|0|0|0|0
42000|OBJECT|12|300|25|1698|64|0|0|0|0
42000|OBJECT|13|325|25|1803|105|0|0|0|0
42000|OBJECT|14|350|25|1921|118|0|0|0|0
42000|OBJECT|15|375|25|2052|131|0|0|0|0
42000|OBJECT|16|400|25|2159|107|0|0|0|0
42000|OBJECT|17|425|25|2230|71|0|0|0|0
42000|OBJECT|18|450|25|2359|129|0|0|0|0
42000|OBJECT|19|475|25|2426|67|0|0|0|0
42000|OBJECT|20|500|25|2533|107|0|0|0|0
42000|OBJECT|21|525|25|2655|122|0|0|0|0
42000|OBJECT|22|550|25|2780|125|0|0|0|0
42000|OBJECT|23|575|25|2917|137|0|0|0|0
42000|OBJECT|24|600|25|3046|129|0|0|0|0
42000|OBJECT|25|625|25|3128|82|0|0|0|0
42000|OBJECT|26|650|25|3180|52|0|0|0|0
42000|OBJECT|27|675|25|3295|115|0|0|0|0
42000|OBJECT|28|700|25|3387|92|0|0|0|0
42000|OBJECT|29|725|25|3440|53|0|0|0|0
42000|OBJECT|30|750|25|3467|27|0|0|0|0
42000|OBJECT|31|775|25|3514|47|0|0|0|0
42000|OBJECT|32|800|25|3543|29|0|0|0|0
42000|OBJECT|33|825|25|3577|34|0|0|0|0
42000|OBJECT|34|850|25|3609|32|0|0|0|0
42000|OBJECT|35|875|25|3653|44|0|0|0|0
42000|OBJECT|36|900|25|3690|37|0|0|0|0
42000|OBJECT|37|925|25|3721|31|0|0|0|0
42000|OBJECT|38|950|25|3757|36|0|0|0|0
42000|OBJECT|39|975|25|3791|34|0|0|0|0
42000|OBJECT|40|1000|25|3847|56|0|0|0|0
42000|OBJECT|41|1025|25|3890|43|0|0|0|0
42000|OBJECT|42|1050|25|3925|35|0|0|0|0
42000|OBJECT|43|1075|25|3949|24|0|0|0|0
42000|OBJECT|44|1100|25|4005|56|0|0|0|0
42000|OBJECT|45|1125|25|4040|35|0|0|0|0
42000|OBJECT|46|1150|25|4086|46|0|0|0|0
42000|OBJECT|47|1175|25|4124|38|0|0|0|0
42000|OBJECT|48|1200|25|4179|55|0|0|0|0
42000|OBJECT|49|1225|25|4235|56|0|0|0|0
42000|OBJECT|50|1250|25|4283|48|0|0|0|0
42000|OBJECT|51|1275|25|4321|38|0|0|0|0
42000|OBJECT|52|1300|25|4354|33|0|0|0|0
42000|OBJECT|53|1325|25|4468|114|0|0|0|0
42000|OBJECT|54|1350|25|4501|33|0|0|0|0
42000|OBJECT|55|1375|25|4528|27|0|0|0|0
42000|OBJECT|56|1400|25|4571|43|0|0|0|0
42000|OBJECT|57|1425|25|4617|46|0|0|0|0
42000|OBJECT|58|1450|25|4658|41|0|0|0|0
42000|OBJECT|59|1475|25|4785|127|0|0|0|0
42000|OBJECT|60|1500|25|4852|67|0|0|0|0
42000|OBJECT|61|1525|25|4888|36|0|0|0|0
42000|OBJECT|62|1550|25|4941|53|0|0|0|0
42000|OBJECT|63|1575|25|5011|70|0|0|0|0
42000|OBJECT|64|1600|25|5054|43|0|0|0|0
42000|OBJECT|65|1625|25|5097|43|0|0|0|0
42000|OBJECT|66|1650|25|5143|46|0|0|0|0
42000|OBJECT|67|1675|25|5196|53|0|0|0|0
42000|OBJECT|68|1700|25|5224|28|0|0|0|0
